Food,Compound,Mean
Common persimmon,Zinc,0.001610208
Common persimmon,Lead,0.001905413
Common persimmon,Vanadium,9.39E-05
Common persimmon,Nickel,0.00087488
Common persimmon,Iron,0.005098993
Colorado pinyon,L-Tyrosine,0.007273063
Colorado pinyon,L-Lysine,0.007447716
Colorado pinyon,Glycine,0.010104942
Colorado pinyon,L-Alanine,0.010379397
Colorado pinyon,Nicotinic acid,7.40E-05
Colorado pinyon,L-Ascorbic acid,3.41E-05
Colorado pinyon,L-Leucine,0.014309096
Colorado pinyon,L-Tryptophan,0.002503364
Colorado pinyon,Arginine,0.038615016
Colorado pinyon,Calcium,0.000146376
Colorado pinyon,Phosphorus,0.000611287
Colorado pinyon,Potassium,0.011188624
Colorado pinyon,Sodium,0.001276633
Colorado pinyon,Copper,1.83E-05
Colorado pinyon,Salicylates,9.15E-06
Colorado pinyon,Zinc,7.49E-05
Colorado pinyon,L-Histidine,0.004753065
Colorado pinyon,L-Threonine,0.006295836
Colorado pinyon,Riboflavine,4.16E-06
Colorado pinyon,L-Isoleucine,0.007718013
Colorado pinyon,alpha-Linolenic acid,0.013502364
Colorado pinyon,L-Glutamic acid,0.033778782
Colorado pinyon,L-Cystine,0.003601185
Colorado pinyon,L-Aspartic acid,0.018080776
Colorado pinyon,L-Methionine,0.003551284
Colorado pinyon,L-Serine,0.008424943
Colorado pinyon,"(Z,Z)-9,12-Octadecadienoic acid",0.426852697
Colorado pinyon,Oleic acid,0.369316906
Colorado pinyon,Iron,5.41E-05
Pitanga,Nicotinic acid,0.005296926
Pitanga,L-Ascorbic acid,0.560777877
Pitanga,Calcium,0.17656421
Pitanga,Phosphorus,0.225057197
Pitanga,Riboflavine,0.001218542
Pitanga,beta-Carotene,0.027355018
Pitanga,Iron,0.00373023
American pokeweed,Nicotinic acid,0.000459739
American pokeweed,L-Ascorbic acid,0.052036494
American pokeweed,Calcium,0.020278928
American pokeweed,Phosphorus,0.016841269
American pokeweed,Anthocyanins,0.5516865
American pokeweed,beta-D-Glucopyranose,0.272877193
American pokeweed,Riboflavine,0.000124574
American pokeweed,D-Fructose,0.083049581
American pokeweed,beta-Carotene,0.001996156
American pokeweed,Iron,0.000649566
Opium poppy,L-Tyrosine,0.010510463
Opium poppy,L-Lysine,0.016961945
Opium poppy,Glycine,0.017332771
Opium poppy,L-Alanine,0.01818165
Opium poppy,Pyridoxine,6.78E-06
Opium poppy,Nicotinic acid,1.50E-05
Opium poppy,L-Leucine,0.022904098
Opium poppy,L-Tryptophan,0.003935374
Opium poppy,Arginine,0.030791227
Opium poppy,Lactic acid,0.022338923
Opium poppy,Calcium,0.022354561
Opium poppy,Chromium,2.00E-05
Opium poppy,Phosphorus,0.013080929
Opium poppy,Potassium,0.009999647
Opium poppy,Sodium,0.000338807
Opium poppy,Boron,8.19E-05
Opium poppy,Cobalt,5.96E-07
Opium poppy,Copper,2.90E-05
Opium poppy,Iodine,8.94E-09
Opium poppy,Manganese,7.22E-05
Opium poppy,Zinc,0.000114673
Opium poppy,L-Histidine,0.008149239
Opium poppy,L-Threonine,0.013967784
Opium poppy,Riboflavine,2.63E-06
Opium poppy,L-Isoleucine,0.013967784
Opium poppy,alpha-Linolenic acid,0.005185609
Opium poppy,D-Glucose,0.044677847
Opium poppy,L-Glutamic acid,0.070086883
Opium poppy,L-Cystine,0.006991338
Opium poppy,L-Aspartic acid,0.033986438
Opium poppy,L-Methionine,0.007254193
Opium poppy,L-Serine,0.015233656
Opium poppy,"(Z,Z)-9,12-Octadecadienoic acid",0.454075849
Opium poppy,Oleic acid,0.095388692
Opium poppy,Squalene,8.79E-05
Opium poppy,Iron,0.000174244
Opium poppy,Phosphatidylcholine,0.041699324
Prairie turnip,L-Tyrosine,0.002521467
Prairie turnip,L-Lysine,0.003642119
Prairie turnip,Glycine,0.001456582
Prairie turnip,L-Alanine,0.001512349
Prairie turnip,Starch,0.927326249
Prairie turnip,L-Ascorbic acid,0.000116181
Prairie turnip,L-Leucine,0.003250422
Prairie turnip,L-Tryptophan,0.000840489
Prairie turnip,Arginine,0.010590427
Prairie turnip,Calcium,0.006771712
Prairie turnip,Phosphorus,0.000663893
Prairie turnip,Potassium,0.003717803
Prairie turnip,L-Histidine,0.001680978
Prairie turnip,L-Threonine,0.001961141
Prairie turnip,L-Isoleucine,0.001736745
Prairie turnip,L-Glutamic acid,0.016357005
Prairie turnip,L-Cystine,0.001064885
Prairie turnip,L-Aspartic acid,0.011935475
Prairie turnip,L-Methionine,0.00033593
Prairie turnip,L-Serine,0.0024657
Prairie turnip,beta-Carotene,6.64E-07
Prairie turnip,Iron,5.18E-05
Malabar plum,Nicotinic acid,0.002914668
Malabar plum,L-Ascorbic acid,0.18048518
Malabar plum,Calcium,0.174506375
Malabar plum,Phosphorus,0.072268807
Malabar plum,Potassium,0.278388114
Malabar plum,Sodium,0.189827063
Malabar plum,Copper,5.23E-05
Malabar plum,Sulfur,0.072493012
Malabar plum,Riboflavine,0.00014947
Malabar plum,beta-Carotene,0.000739877
Malabar plum,Chlorine,0.022271049
Malabar plum,Iron,0.00590407
Rose hip,L-Ascorbic acid,0.144385027
Rose hip,Pectic acid,0.855614973
Roselle,alpha-Tocopherol,0.001185118
Roselle,Nicotinic acid,8.89E-05
Roselle,Starch,0.263096206
Roselle,Sucrose,0.005688567
Roselle,Cellulose,0.398199663
Roselle,L-Ascorbic acid,0.001494434
Roselle,gamma-Tocopherol,0.003531652
Roselle,d-Tocopherol,2.37E-05
Roselle,Calcium,0.021924684
Roselle,Chromium,0.000127993
Roselle,Phosphorus,0.005366215
Roselle,Potassium,0.022280219
Roselle,Sodium,0.00090543
Roselle,Aluminum,0.000491824
Roselle,Cobalt,9.01E-05
Roselle,Copper,1.40E-05
Roselle,Manganese,3.58E-05
Roselle,Silicon,2.16E-05
Roselle,Sulfur,0.009480944
Roselle,Tin,2.37E-05
Roselle,Anthocyanins,0.035553541
Roselle,Malic acid,0.154065346
Roselle,Riboflavine,4.74E-06
Roselle,Selenium,3.39E-05
Roselle,beta-Carotene,2.49E-05
Roselle,Iron,0.000636408
Roselle,Pectic acid,0.075610531
Common salsify,Nicotinic acid,0.000936151
Common salsify,L-Ascorbic acid,0.019797869
Common salsify,Calcium,0.107137329
Common salsify,Phosphorus,0.130437098
Common salsify,Potassium,0.651630734
Common salsify,Sodium,0.032938661
Common salsify,Aluminum,0.003883295
Common salsify,Copper,6.93E-05
Common salsify,Manganese,0.000832135
Common salsify,Sulfur,0.017336137
Common salsify,Zinc,0.000138689
Common salsify,Arsenic,7.63E-06
Common salsify,Riboflavine,0.000381395
Common salsify,beta-Carotene,9.29E-06
Common salsify,Chlorine,0.031898493
Common salsify,Iron,0.002565748
Sapodilla,Nicotinic acid,2.15E-05
Sapodilla,Chinese tannin,0.172014264
Sapodilla,Starch,0.167897377
Sapodilla,Sucrose,0.183111958
Sapodilla,L-Ascorbic acid,0.001279815
Sapodilla,Calcium,0.002756524
Sapodilla,Phosphorus,0.001127669
Sapodilla,Potassium,0.01889293
Sapodilla,Sodium,0.000313241
Sapodilla,Saponins,0.035799014
Sapodilla,beta-D-Glucopyranose,0.209066244
Sapodilla,Riboflavine,7.16E-07
Sapodilla,D-Fructose,0.207634283
Sapodilla,beta-Carotene,2.15E-06
Sapodilla,Iron,8.23E-05
Soursop,L-Lysine,0.067817531
Soursop,Pyridoxine,6.46E-05
Soursop,Nicotinic acid,0.001542939
Soursop,L-Ascorbic acid,0.031038182
Soursop,L-Tryptophan,0.012469096
Soursop,Calcium,0.04915874
Soursop,Phosphorus,0.064767537
Soursop,Potassium,0.691631173
Soursop,Sodium,0.01973526
Soursop,Aluminum,0.000179411
Soursop,Boron,0.000107647
Soursop,Copper,5.74E-05
Soursop,Manganese,9.69E-05
Soursop,Sulfur,0.052208734
Soursop,Zinc,0.000143529
Soursop,Pantothenic acid,0.000278088
Soursop,Riboflavine,0.000116617
Soursop,L-Methionine,0.007894104
Soursop,beta-Carotene,1.08E-05
Soursop,Iron,0.000681764
Strawberry guava,L-Tyrosine,0.006334139
Strawberry guava,L-Lysine,0.014509598
Strawberry guava,Glycine,0.026367695
Strawberry guava,L-Alanine,0.026367695
Strawberry guava,Nicotinic acid,0.000603953
Strawberry guava,L-Ascorbic acid,0.033143751
Strawberry guava,L-Leucine,0.035426987
Strawberry guava,L-Tryptophan,0.004566472
Strawberry guava,Arginine,0.013625764
Strawberry guava,Calcium,0.053177307
Strawberry guava,Phosphorus,0.036458126
Strawberry guava,Potassium,0.276492537
Strawberry guava,Sodium,0.028798237
Strawberry guava,L-Histidine,0.004566472
Strawberry guava,L-Threonine,0.020033556
Strawberry guava,Riboflavine,3.09E-05
Strawberry guava,L-Isoleucine,0.01907607
Strawberry guava,alpha-Linolenic acid,0.064519835
Strawberry guava,L-Glutamic acid,0.069086308
Strawberry guava,L-Aspartic acid,0.033659321
Strawberry guava,L-Methionine,0.003608986
Strawberry guava,L-Serine,0.015467084
Strawberry guava,"(Z,Z)-9,12-Octadecadienoic acid",0.165424144
Strawberry guava,Oleic acid,0.047285085
Strawberry guava,beta-Carotene,0.000132575
Strawberry guava,Iron,0.001237367
Sugar apple,L-Lysine,0.002634186
Sugar apple,Pyridoxine,1.01E-05
Sugar apple,Nicotinic acid,4.45E-05
Sugar apple,Sucrose,0.624822913
Sugar apple,L-Ascorbic acid,0.001961736
Sugar apple,L-Tryptophan,0.000480322
Sugar apple,Calcium,0.001568377
Sugar apple,Phosphorus,0.001880839
Sugar apple,Potassium,0.015663549
Sugar apple,Sodium,0.00051268
Sugar apple,Boron,0.000216398
Sugar apple,Manganese,0.000511669
Sugar apple,Pantothenic acid,1.01E-05
Sugar apple,beta-D-Glucopyranose,0.34926984
Sugar apple,Riboflavine,6.07E-06
Sugar apple,L-Methionine,0.000333697
Sugar apple,beta-Carotene,2.02E-07
Sugar apple,Iron,7.28E-05
Taro,L-Tyrosine,0.032287605
Taro,L-Lysine,0.044615806
Taro,Glycine,0.007415117
Taro,L-Alanine,0.007312761
Taro,Nicotinic acid,0.000257027
Taro,Starch,0.003184406
Taro,Sucrose,0.041852196
Taro,L-Ascorbic acid,0.008402283
Taro,L-Leucine,0.071091869
Taro,L-Tryptophan,0.008700253
Taro,Arginine,0.039896061
Taro,Calcium,0.04016901
Taro,Phosphorus,0.014307082
Taro,Potassium,0.127703788
Taro,Sodium,0.001146386
Taro,Aluminum,8.19E-05
Taro,Boron,1.64E-05
Taro,Calcium oxalate,0.018196607
Taro,Copper,6.82E-06
Taro,Manganese,0.000204712
Taro,Sulfur,0.001091796
Taro,Zinc,3.00E-05
Taro,L-Histidine,0.020675895
Taro,L-Threonine,0.030285978
Taro,Riboflavine,8.64E-05
Taro,L-Isoleucine,0.047151958
Taro,alpha-Linolenic acid,0.01686598
Taro,L-Glutamic acid,0.017434624
Taro,L-Cystine,0.01161171
Taro,L-Aspartic acid,0.019242912
Taro,L-Methionine,0.014329828
Taro,D-Galactose,0.294102662
Taro,L-Serine,0.009223405
Taro,"(Z,Z)-9,12-Octadecadienoic acid",0.038815637
Taro,Oleic acid,0.010883846
Taro,beta-Carotene,0.000718766
Taro,Iron,0.000468563
Mexican groundcherry,Nicotinic acid,0.001344741
Mexican groundcherry,Sucrose,0.138907292
Mexican groundcherry,Cellulose,0.131026027
Mexican groundcherry,L-Ascorbic acid,0.002364379
Mexican groundcherry,Succinic acid,0.000147774
Mexican groundcherry,Calcium,0.013053345
Mexican groundcherry,Phosphorus,0.150975479
Mexican groundcherry,Potassium,0.190529577
Mexican groundcherry,Sodium,0.002236309
Mexican groundcherry,Copper,8.37E-05
Mexican groundcherry,Sulfur,0.017338783
Mexican groundcherry,Zinc,0.000522134
Mexican groundcherry,Malic acid,0.007960077
Mexican groundcherry,beta-D-Glucopyranose,0.218114003
Mexican groundcherry,Riboflavine,1.28E-05
Mexican groundcherry,D-Fructose,0.110337707
Mexican groundcherry,beta-Carotene,3.20E-05
Mexican groundcherry,Iron,0.014718262
Mexican groundcherry,Pectic acid,0.000295547
Towel gourd,Choline,0.030651534
Towel gourd,Nicotinic acid,0.001173532
Towel gourd,L-Ascorbic acid,0.035205955
Towel gourd,Calcium,0.058676591
Towel gourd,Phosphorus,0.092066366
Towel gourd,Potassium,0.40780231
Towel gourd,Sodium,0.008801489
Towel gourd,Riboflavine,0.00017603
Towel gourd,"(Z,Z)-9,12-Octadecadienoic acid",0.255243173
Towel gourd,Oleic acid,0.108551694
Towel gourd,beta-Carotene,0.000491766
Towel gourd,Iron,0.001159561
Wax gourd,L-Lysine,0.028531061
Wax gourd,Nicotinic acid,0.001238927
Wax gourd,L-Ascorbic acid,0.081959792
Wax gourd,L-Tryptophan,0.006373327
Wax gourd,Calcium,0.060040313
Wax gourd,Phosphorus,0.058849037
Wax gourd,Potassium,0.339632801
Wax gourd,Sodium,0.018464779
Wax gourd,Riboflavine,0.000334749
Wax gourd,L-Methionine,0.009530208
Wax gourd,"(Z,Z)-9,12-Octadecadienoic acid",0.276078224
Wax gourd,Oleic acid,0.117400254
Wax gourd,beta-Carotene,2.98E-05
Wax gourd,Iron,0.001536746
Winged bean,L-Tyrosine,0.020661017
Winged bean,L-Lysine,0.037385868
Winged bean,Glycine,0.024430736
Winged bean,L-Alanine,0.028203536
Winged bean,Pyridoxine,3.02E-05
Winged bean,Nicotinic acid,0.000240424
Winged bean,L-Ascorbic acid,0.001171294
Winged bean,Betulinic acid,0.326729493
Winged bean,L-Leucine,0.058866791
Winged bean,L-Tryptophan,0.019021205
Winged bean,Arginine,0.029186807
Winged bean,Calcium,0.040773375
Winged bean,Phosphorus,0.011404709
Winged bean,Potassium,0.028856995
Winged bean,Sodium,0.001417883
Winged bean,Copper,0.000188024
Winged bean,Manganese,0.000240424
Winged bean,Zinc,0.000289741
Winged bean,Erucic acid,0.000326729
Winged bean,L-Histidine,0.029091254
Winged bean,L-Threonine,0.029843349
Winged bean,Riboflavine,2.68E-05
Winged bean,L-Isoleucine,0.033449702
Winged bean,alpha-Linolenic acid,0.004262895
Winged bean,L-Glutamic acid,0.063783145
Winged bean,L-Cystine,0.012298591
Winged bean,L-Aspartic acid,0.084773974
Winged bean,L-Methionine,0.010495414
Winged bean,L-Serine,0.024430736
Winged bean,"(Z,Z)-9,12-Octadecadienoic acid",0.030663255
Winged bean,Oleic acid,0.0465682
Winged bean,Folic acid,2.77E-06
Winged bean,beta-Carotene,2.47E-05
Winged bean,Iron,0.000859977
Yam,L-Ascorbic acid,0.017173233
Yam,Calcium,0.270876764
Yam,Chromium,0.002301567
Yam,Phosphorus,0.153142746
Yam,Potassium,0.479788256
Yam,Sodium,0.003186785
Yam,Aluminum,0.018589582
Yam,Cobalt,0.013012707
Yam,Manganese,0.005665396
Yam,Tin,0.001681915
Yam,Zinc,0.004957222
Yam,Riboflavine,5.75E-05
Yam,beta-Carotene,0.001681915
Yam,Iron,0.027884373
Jicama,L-Tyrosine,0.003070374
Jicama,L-Lysine,0.006807084
Jicama,Glycine,0.004135206
Jicama,L-Alanine,0.005069383
Jicama,Nicotinic acid,4.05E-05
Jicama,Starch,0.847743295
Jicama,L-Ascorbic acid,0.002593486
Jicama,L-Leucine,0.006408589
Jicama,Arginine,0.009609617
Jicama,Calcium,0.001999009
Jicama,Phosphorus,0.002404037
Jicama,Potassium,0.023360972
Jicama,Sodium,0.000803523
Jicama,Copper,3.79E-05
Jicama,L-Histidine,0.004938729
Jicama,L-Threonine,0.004670888
Jicama,Riboflavine,4.05E-06
Jicama,L-Isoleucine,0.004135206
Jicama,L-Glutamic acid,0.010948823
Jicama,L-Cystine,0.00146986
Jicama,L-Aspartic acid,0.051660674
Jicama,L-Methionine,0.001737701
Jicama,L-Serine,0.006271402
Jicama,Iron,7.97E-05
Yautia,Nicotinic acid,2.31E-05
Yautia,Starch,0.910505931
Yautia,Calcium,0.016065635
Yautia,Phosphorus,0.033438798
Yautia,Potassium,0.03734082
Yautia,Sodium,0.000537235
Yautia,Aluminum,1.88E-05
Yautia,Boron,6.34E-06
Yautia,Calcium oxalate,0.000813992
Yautia,Copper,1.36E-05
Yautia,Manganese,1.11E-05
Yautia,Sulfur,0.000564654
Yautia,Zinc,2.06E-05
Yautia,Riboflavine,1.03E-06
Yautia,beta-Carotene,0.00030846
Yautia,Iron,0.000329881
Macadamia nut,L-Tyrosine,0.006390239
Macadamia nut,L-Lysine,0.006142483
Macadamia nut,Glycine,0.00703534
Macadamia nut,L-Alanine,0.006240651
Macadamia nut,Nicotinic acid,3.27E-05
Macadamia nut,L-Ascorbic acid,0
Macadamia nut,L-Leucine,0.008760284
Macadamia nut,Arginine,0.017053104
Macadamia nut,Dodecanoic acid,0.010812453
Macadamia nut,Calcium,0.001336948
Macadamia nut,Phosphorus,0.002585079
Macadamia nut,Potassium,0.006006918
Macadamia nut,Sodium,9.35E-05
Macadamia nut,Copper,4.67E-06
Macadamia nut,Zinc,3.27E-05
Macadamia nut,L-Histidine,0.003188108
Macadamia nut,L-Threonine,0.004987846
Macadamia nut,Riboflavine,1.87E-06
Macadamia nut,L-Isoleucine,0.004627898
Macadamia nut,L-Glutamic acid,0.033797681
Macadamia nut,L-Cystine,0.001818437
Macadamia nut,L-Aspartic acid,0.015678758
Macadamia nut,L-Methionine,0.001748317
Macadamia nut,L-Serine,0.006656694
Macadamia nut,"(Z,Z)-9,12-Octadecadienoic acid",0.023779918
Macadamia nut,Oleic acid,0.830983545
Macadamia nut,Iron,0.000203815
Yardlong bean,L-Tyrosine,0.042905878
Yardlong bean,L-Lysine,0.068649405
Yardlong bean,L-Alanine,0.093778547
Yardlong bean,Pyridoxine,3.11E-05
Yardlong bean,Nicotinic acid,0.00024252
Yardlong bean,L-Ascorbic acid,0.01086895
Yardlong bean,L-Leucine,0.074619445
Yardlong bean,L-Tryptophan,0.011940081
Yardlong bean,Arginine,0.073123904
Yardlong bean,Calcium,0.018653851
Yardlong bean,Phosphorus,0.022012757
Yardlong bean,Potassium,0.098273256
Yardlong bean,Sodium,0.001503626
Yardlong bean,Copper,7.68E-05
Yardlong bean,Manganese,0.000133386
Yardlong bean,Zinc,0.000295066
Yardlong bean,Erucic acid,0.004850405
Yardlong bean,Pantothenic acid,0.000129344
Yardlong bean,L-Histidine,0.033576931
Yardlong bean,L-Threonine,0.038803243
Yardlong bean,Riboflavine,4.08E-05
Yardlong bean,L-Isoleucine,0.055965594
Yardlong bean,alpha-Linolenic acid,0.026115391
Yardlong bean,L-Cystine,0.015670851
Yardlong bean,L-Aspartic acid,0.248441807
Yardlong bean,L-Methionine,0.014923081
Yardlong bean,"(Z,Z)-9,12-Octadecadienoic acid",0.035816202
Yardlong bean,Oleic acid,0.007833405
Yardlong bean,Folic acid,5.54E-05
Yardlong bean,beta-Carotene,0.000297087
Yardlong bean,Iron,0.00028294
Feijoa,Sucrose,0.964684775
Feijoa,L-Ascorbic acid,0.004501862
Feijoa,Calcium,0.001709821
Feijoa,Phosphorus,0.001607808
Feijoa,Potassium,0.026689612
Feijoa,Sodium,0.00079836
Feijoa,Iron,7.76E-06
Ucuhuba,Dodecanoic acid,0.527610716
Ucuhuba,Decanoic acid,0.024494259
Ucuhuba,"(Z,Z)-9,12-Octadecadienoic acid",0.178458174
Ucuhuba,Oleic acid,0.269436851
Nance,Nicotinic acid,5.56E-05
Nance,Chinese tannin,0.972568025
Nance,L-Ascorbic acid,0.021616185
Nance,Betulinic acid,1.45E-05
Nance,Calcium,0.004594641
Nance,Riboflavine,5.13E-06
Nance,beta-Carotene,6.03E-06
Nance,Betulin,0.000874905
Nance,Iron,0.000264993
Brussel sprouts,L-Lysine,0.088251294
Brussel sprouts,alpha-Tocopherol,0.000471669
Brussel sprouts,Pyridoxine,0.000128125
Brussel sprouts,Nicotinic acid,0.000492788
Brussel sprouts,L-Ascorbic acid,0.047793398
Brussel sprouts,L-Leucine,0.087103802
Brussel sprouts,L-Tryptophan,0.021203964
Brussel sprouts,Arginine,0.116326132
Brussel sprouts,Quercetin 3-rutinoside,0.000281593
Brussel sprouts,Caffeic acid,0.000478708
Brussel sprouts,p-Coumaric acid,0.000168956
Brussel sprouts,Calcium,0.025146269
Brussel sprouts,Phosphorus,0.039542719
Brussel sprouts,Potassium,0.23240587
Brussel sprouts,Sodium,0.015565062
Brussel sprouts,Boron,0.00080254
Brussel sprouts,Copper,4.22E-05
Brussel sprouts,Manganese,0.000190075
Brussel sprouts,Molybdenum,1.27E-05
Brussel sprouts,Zinc,0.001175651
Brussel sprouts,Pantothenic acid,0.0001767
Brussel sprouts,trans-Sinapic acid,0.001506523
Brussel sprouts,Coumestrol,0.005631863
Brussel sprouts,L-Histidine,0.043548381
Brussel sprouts,Arachidonic acid,0.000570226
Brussel sprouts,Quercetin,0.000351991
Brussel sprouts,L-Threonine,0.068765048
Brussel sprouts,Riboflavine,7.32E-05
Brussel sprouts,L-Isoleucine,0.075642961
Brussel sprouts,alpha-Linolenic acid,0.056733981
Brussel sprouts,L-Cystine,0.012608333
Brussel sprouts,L-Methionine,0.018338754
Brussel sprouts,"(Z,Z)-9,12-Octadecadienoic acid",0.025786893
Brussel sprouts,Ferulic acid,0.000140797
Brussel sprouts,Oleic acid,0.010890615
Brussel sprouts,Selenium,3.38E-07
Brussel sprouts,Folic acid,3.21E-05
Brussel sprouts,beta-Carotene,0.000323832
Brussel sprouts,Iron,0.001020775
Muskmelon,alpha-Tocopherol,9.71E-06
Muskmelon,Pyridoxine,8.82E-06
Muskmelon,Nicotinic acid,4.58E-05
Muskmelon,Sucrose,0.031509778
Muskmelon,L-Ascorbic acid,0.003004142
Muskmelon,Trigonelline,5.04E-06
Muskmelon,Dodecanoic acid,0.005848215
Muskmelon,Octanoic acid,0.009402518
Muskmelon,Calcium,0.002001501
Muskmelon,Chromium,1.86E-07
Muskmelon,Phosphorus,0.00173997
Muskmelon,Potassium,0.029630534
Muskmelon,Sodium,0.000744261
Muskmelon,Aluminum,6.49E-05
Muskmelon,Boron,1.10E-05
Muskmelon,Cobalt,1.24E-07
Muskmelon,Copper,5.10E-06
Muskmelon,Manganese,5.10E-06
Muskmelon,Molybdenum,8.69E-07
Muskmelon,Sulfur,0.000212376
Muskmelon,Zinc,2.05E-05
Muskmelon,Arsenic,6.30E-09
Muskmelon,Cadmium,3.84E-08
Muskmelon,Lead,2.48E-06
Muskmelon,Mercury,1.26E-09
Muskmelon,Lithium,4.97E-07
Muskmelon,Silver,1.24E-07
Muskmelon,Pantothenic acid,9.58E-06
Muskmelon,L-Citrulline,0.000241365
Muskmelon,Decanoic acid,0.003762267
Muskmelon,Riboflavine,1.64E-06
Muskmelon,alpha-Linolenic acid,0.264367033
Muskmelon,"(Z,Z)-9,12-Octadecadienoic acid",0.493317077
Muskmelon,Oleic acid,0.148600111
Muskmelon,Selenium,4.41E-09
Muskmelon,Nickel,1.24E-06
Muskmelon,Hexanoic acid,0.005262133
Muskmelon,Folic acid,1.26E-06
Muskmelon,beta-Carotene,0.000126795
Muskmelon,Iron,3.59E-05
Cornmint,3-Methylbutanoic acid,0.000431777
Cornmint,Rosmarinic acid,0.001075845
Cornmint,3-Octanol,0.036701077
Cornmint,Calcium,0.09714991
Cornmint,Potassium,0.252589765
Cornmint,Sodium,0.006188809
Cornmint,Copper,0.000143926
Cornmint,Manganese,0.000316637
Cornmint,Zinc,0.000201496
Cornmint,L-Menthone,0.086610943
Cornmint,Limonene,0.012737433
Cornmint,Piperitone,0.004670392
Cornmint,(-)-Menthone,0.093299895
Cornmint,(R)-p-Menth-4(8)-en-3-one,0.090169509
Cornmint,Isopulegone,0.003634126
Cornmint,(R)-Piperitone,0.02856927
Cornmint,(-)-Menthol,0.092529892
Cornmint,(+)-Neomenthol,0.002158887
Cornmint,Carvone,0.122696738
Cornmint,"1,8-Cineole",0.006566614
Cornmint,Menthofuran,0.000230281
Cornmint,beta-Pinene,0.005235301
Cornmint,Rotundifolone,0.027273938
Cornmint,Iron,0.002878516
Cornmint,1-Isopropyl-4-methylbenzene,0.006509044
Cornmint,"7-Methyl-3-methylene-1,6-octadiene",0.008977371
Cornmint,Linalyl acetate,0.010452611
Peppermint,Vanillin,4.49E-08
Peppermint,Rosmarinic acid,0.24507286
Peppermint,Anethole,4.49E-08
Peppermint,2-Methylpropanoic acid,1.35E-06
Peppermint,3-Octanol,0.000302257
Peppermint,Calcium,0.132339344
Peppermint,Phosphorus,0.063065416
Peppermint,Potassium,0.184621555
Peppermint,Sodium,0.015929736
Peppermint,Aluminum,0.000506484
Peppermint,Cobalt,0.000759726
Peppermint,Manganese,0.000498315
Peppermint,Salicylates,0.005718367
Peppermint,Tin,8.99E-05
Peppermint,Phellandrene,8.99E-05
Peppermint,Pinene,0.000102114
Peppermint,2-Heptanone,4.49E-08
Peppermint,4-Hexyl-gamma-butyrolactone,4.49E-08
Peppermint,Cuminyl alcohol,4.49E-08
Peppermint,Benzoic acid,8.99E-07
Peppermint,Benzyl alcohol,4.49E-07
Peppermint,2-Methylphenol,4.49E-08
Peppermint,4-Methylphenol,8.99E-08
Peppermint,Camphene,0.000110283
Peppermint,(+/-)-2-Hydroxypiperitone,4.49E-07
Peppermint,L-Menthone,0.003145102
Peppermint,2-Methoxyphenol,4.49E-07
Peppermint,2-Phenylethanol,8.99E-06
Peppermint,Riboflavine,0.000317778
Peppermint,2-Hydroxybenzaldehyde,1.35E-07
Peppermint,Selenium,8.99E-05
Peppermint,Limonene,0.001315224
Peppermint,Piperitone,0.002042274
Peppermint,Neral,4.49E-08
Peppermint,Geranial,2.25E-07
Peppermint,L-Myrtenol,2.25E-05
Peppermint,Myrtenal,8.99E-08
Peppermint,(R)-Limonene,0.007147958
Peppermint,(R)-p-Menth-4(8)-en-3-one,0.02668435
Peppermint,Nerolidol,2.25E-06
Peppermint,(-)-Menthol,0.028207886
Peppermint,(+)-Neomenthol,0.003484119
Peppermint,beta-Carotene,0.001936076
Peppermint,Carvone,0.000555498
Peppermint,"1,8-Cineole",0.00568569
Peppermint,L-Isomenthone,0.004207084
Peppermint,Pyridine,4.08E-09
Peppermint,Menthofuran,0.008986005
Peppermint,Linalool,0.00053916
Peppermint,beta-Pinene,0.001674665
Peppermint,beta-Ionone,1.35E-05
Peppermint,Viridiflorol,6.54E-05
Peppermint,beta-Caryophyllene,0.00035944
Peppermint,gamma-Terpinene,8.99E-05
Peppermint,Iron,0.004901457
Peppermint,5-Dodecanolide,4.49E-08
Peppermint,1-Isopropyl-4-methylbenzene,0.000541203
Peppermint,"7-Methyl-3-methylene-1,6-octadiene",4.49E-05
Peppermint,Pectic acid,0.24507286
Peppermint,L-Isomenthol,0.001343816
Olive,alpha-Tocopherol,0.000378261
Olive,gamma-Tocopherol,4.13E-05
Olive,Calcium,0.005416441
Olive,Phosphorus,0.001509865
Olive,Potassium,0.004884015
Olive,Sodium,0.213116591
Olive,Boron,7.95E-06
Olive,"(Z,Z)-9,12-Octadecadienoic acid",0.061189249
Olive,Oleic acid,0.713291815
Olive,beta-Carotene,1.61E-05
Olive,Iron,0.00014145
Common bean,Phytic acid,0.035158991
Common bean,L-Tyrosine,0.017348765
Common bean,L-Lysine,0.036345607
Common bean,Glycine,0.026845355
Common bean,L-Alanine,0.034693867
Common bean,alpha-Tocopherol,5.20E-05
Common bean,Pyridoxine,3.05E-05
Common bean,Nicotinic acid,0.000300316
Common bean,L-Ascorbic acid,0.008786085
Common bean,L-Leucine,0.04625971
Common bean,L-Tryptophan,0.007848512
Common bean,Arginine,0.030152498
Common bean,Calcium,0.067226922
Common bean,Chromium,5.51E-06
Common bean,Phosphorus,0.050797418
Common bean,Potassium,0.221428398
Common bean,Sodium,0.00260909
Common bean,Aluminum,0.003849177
Common bean,Boron,0.000165174
Common bean,Cobalt,3.85E-05
