Food,Compound,Mean
Kohlrabi,L-Ascorbic acid,0.064507767
Kohlrabi,1H-Indole-3-acetonitrile,9.79E-06
Kohlrabi,L-Leucine,0.069704464
Kohlrabi,L-Tryptophan,0.010393395
Kohlrabi,Arginine,0.109233724
Kohlrabi,Cetyl alcohol,9.79E-06
Kohlrabi,3-Methylbutanal,3.44E-07
Kohlrabi,Dimethyl disulfide,0.000192578
Kohlrabi,Calcium,0.024609155
Kohlrabi,Phosphorus,0.047328601
Kohlrabi,Potassium,0.364112414
Kohlrabi,Sodium,0.020803969
Kohlrabi,Dimethyl sulfide,6.53E-06
Kohlrabi,Hexanal,6.87E-07
Kohlrabi,(E)-2-Hexen-1-ol,1.37E-06
Kohlrabi,(Z)-3-Hexen-1-ol,3.26E-06
Kohlrabi,1-Pentanol,3.44E-07
Kohlrabi,Pantothenic acid,0.000168356
Kohlrabi,L-Histidine,0.01976463
Kohlrabi,Quercetin,0.000343583
Kohlrabi,"2,3-Butanedione",3.44E-07
Kohlrabi,L-Threonine,0.050979174
Kohlrabi,Indole,2.28E-05
Kohlrabi,Riboflavine,2.06E-05
Kohlrabi,L-Isoleucine,0.081145788
Kohlrabi,Toluene,1.37E-06
Kohlrabi,alpha-Linolenic acid,0.027048596
Kohlrabi,L-Cystine,0.007283966
Kohlrabi,L-Methionine,0.013528593
Kohlrabi,"(Z,Z)-9,12-Octadecadienoic acid",0.020803969
Kohlrabi,Oleic acid,0.007301145
Kohlrabi,beta-Carotene,2.50E-05
Kohlrabi,Benzaldehyde,3.44E-07
Kohlrabi,Pyridine,2.61E-05
Kohlrabi,Linalool,1.37E-06
Kohlrabi,Iron,0.0004123
Chinese cabbage,alpha-Tocopherol,0.181940701
Chinese cabbage,gamma-Tocopherol,0.467847516
Chinese cabbage,Chromium,0.002695418
Chinese cabbage,Cobalt,0.00057759
Chinese cabbage,Copper,0.005294571
Chinese cabbage,Manganese,0.019252984
Chinese cabbage,Zinc,0.014439738
Chinese cabbage,Nickel,0.001443974
Chinese cabbage,Iron,0.089526377
Pigeon pea,L-Tyrosine,0.024929079
Pigeon pea,L-Lysine,0.072856863
Pigeon pea,Glycine,0.037494283
Pigeon pea,L-Alanine,0.045097356
Pigeon pea,Pyridoxine,1.66E-05
Pigeon pea,Nicotinic acid,0.000220276
Pigeon pea,L-Ascorbic acid,0.004550001
Pigeon pea,L-Leucine,0.072087081
Pigeon pea,L-Tryptophan,0.009355807
Pigeon pea,Arginine,0.061132498
Pigeon pea,Calcium,0.005618221
Pigeon pea,Phosphorus,0.014514527
Pigeon pea,Potassium,0.056115891
Pigeon pea,Sodium,0.00085505
Pigeon pea,Copper,5.21E-05
Pigeon pea,Manganese,9.00E-05
Pigeon pea,Zinc,0.000139745
Pigeon pea,Pantothenic acid,6.35E-05
Pigeon pea,L-Histidine,0.037292955
Pigeon pea,L-Threonine,0.037352169
Pigeon pea,Riboflavine,2.01E-05
Pigeon pea,L-Isoleucine,0.037352169
Pigeon pea,alpha-Linolenic acid,0.00346757
Pigeon pea,L-Glutamic acid,0.229892299
Pigeon pea,L-Cystine,0.011084854
Pigeon pea,L-Aspartic acid,0.099337348
Pigeon pea,L-Methionine,0.010847998
Pigeon pea,L-Serine,0.050402927
Pigeon pea,"(Z,Z)-9,12-Octadecadienoic acid",0.076390752
Pigeon pea,Oleic acid,0.001186648
Pigeon pea,beta-Carotene,1.04E-05
Pigeon pea,Iron,0.000172905
Tea,Theophylline,1.00E-05
Tea,Nicotinic acid,0.000203527
Tea,Chinese tannin,0.506815315
Tea,Starch,0.016682532
Tea,Quercetin 3-rutinoside,0.004003808
Tea,(-)-Epiafzelechin,2.00E-05
Tea,Nonanal,0.001668253
Tea,Calcium,0.004642749
Tea,Phosphorus,0.012261661
Tea,Potassium,0.058722512
Tea,Sodium,0.001334603
Tea,Aluminum,0.002302189
Tea,Copper,6.67E-05
Tea,Manganese,0.004003808
Tea,Sulfur,0.002936126
Tea,Zinc,0.000100095
Tea,Ammonia,0.001334603
Tea,Methylamine,0.000166825
Tea,Hexanal,0.0263584
Tea,1-Pentanol,0.00283603
Tea,Riboflavine,3.34E-05
Tea,Theaflavin,4.00E-05
Tea,L-Theanine,0.019274997
Tea,Taraxerol,6.67E-05
Tea,Geraniol,0.004250709
Tea,(Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one,6.67E-05
Tea,Nerolidol,0.003336506
Tea,alpha-Ionone,0.001334603
Tea,beta-Carotene,0.000185176
Tea,beta-Ionone,0.000103432
Tea,Iron,0.00281768
Tea,Epicatechin 3-gallate,0.051749214
Tea,Epigallocatechin,0.053153883
Tea,Strictinin,0.000243565
Tea,Pectic acid,0.216872913
Capers,L-Stachydrine,0.048130551
Capers,Choline,0.048130551
Capers,L-Ascorbic acid,0.166505689
Capers,Riboflavine,0.000198376
Capers,"(Z,Z)-9,12-Octadecadienoic acid",0.183091217
Capers,Oleic acid,0.158635694
Pepper,L-Tyrosine,0.012761952
Pepper,L-Lysine,0.026942975
Pepper,Glycine,0.021978648
Pepper,L-Alanine,0.02481679
Pepper,alpha-Tocopherol,0.001482033
Pepper,Pyridoxine,0.000116238
Pepper,Choline,0.002876888
Pepper,Nicotinic acid,0.000852411
Pepper,Capsianoside C,0.000668368
Pepper,L-Ascorbic acid,0.102734925
Pepper,L-Leucine,0.031200188
Pepper,Trigonelline,5.81E-06
Pepper,L-Tryptophan,0.007797625
Pepper,Arginine,0.02906916
Pepper,Caffeic acid,0.000106551
Pepper,p-Coumaric acid,0.000765233
Pepper,Capsianoside I,0.000174357
Pepper,Capsianoside D,0.000285751
Pepper,Calcium,0.009647745
Pepper,Chromium,2.64E-06
Pepper,Phosphorus,0.019716853
Pepper,Potassium,0.178531718
Pepper,Sodium,0.00314811
Pepper,Aluminum,0.000217946
Pepper,Boron,9.20E-05
Pepper,Cobalt,4.89E-07
Pepper,Copper,9.93E-05
Pepper,Manganese,0.000192277
Pepper,Molybdenum,7.26E-05
Pepper,Silicon,0.00016467
Pepper,Sulfur,0.012737736
Pepper,Tin,4.84E-05
Pepper,Zinc,0.000377773
Pepper,Arsenic,9.20E-08
Pepper,Cadmium,1.62E-06
Pepper,Lead,9.71E-06
Pepper,Mercury,9.69E-09
Pepper,Ammonia,0.00370024
Pepper,Lithium,3.31E-06
Pepper,Silver,8.28E-07
Pepper,Pantothenic acid,2.42E-05
Pepper,L-Histidine,0.012054838
Pepper,L-Threonine,0.021978648
Pepper,beta-Cryptoxanthin,1.84E-05
Pepper,Solanidine,0.004843246
Pepper,Riboflavine,9.20E-05
Pepper,Capsianside A,0.001612801
Pepper,L-Isoleucine,0.01914535
Pepper,Capsaicin,0.038745965
Pepper,alpha-Linolenic acid,0.015600094
Pepper,L-Glutamic acid,0.079414698
Pepper,L-Cystine,0.011342881
Pepper,L-Aspartic acid,0.08574482
Pepper,Piperidine,5.04E-05
Pepper,L-Methionine,0.007090512
Pepper,Myricetin,9.69E-06
Pepper,L-Serine,0.024109676
Pepper,"(Z,Z)-9,12-Octadecadienoic acid",0.155279296
Pepper,Oleic acid,0.018656182
Pepper,Luteolin,0.000106551
Pepper,Selenium,1.45E-08
Pepper,Nickel,2.69E-05
Pepper,Folic acid,1.45E-05
Pepper,beta-Carotene,2.95E-05
Pepper,Capsidiol,0.000280908
Pepper,Lutein,3.29E-05
Pepper,Iron,0.001404541
Pepper,Dihydrocapsaicin,0.008248047
Pepper,"(3R,3'R, all-E)-Zeaxanthin",1.36E-05
Papaya,L-Tyrosine,0.006442874
Papaya,L-Lysine,0.032188494
Papaya,Glycine,0.023171058
Papaya,L-Alanine,0.018021934
Papaya,Pyridoxine,2.46E-05
Papaya,Nicotinic acid,0.00046575
Papaya,Chinese tannin,0.142312474
Papaya,L-Leucine,0.020596496
Papaya,L-Tryptophan,0.010298248
Papaya,Arginine,0.01287281
Papaya,Dodecanoic acid,0.00129375
Papaya,Calcium,0.037415243
Papaya,Phosphorus,0.016883434
Papaya,Potassium,0.359183747
Papaya,Sodium,0.007503749
Papaya,Boron,0.00025875
Papaya,Copper,6.60E-05
Papaya,Manganese,1.55E-05
Papaya,Sulfur,0.015524997
Papaya,Zinc,9.31E-05
Papaya,Malic acid,0.113849979
Papaya,Pantothenic acid,0.000271687
Papaya,L-Histidine,0.006442874
Papaya,L-Threonine,0.01416656
Papaya,Riboflavine,4.27E-05
Papaya,L-Isoleucine,0.010298248
Papaya,alpha-Linolenic acid,0.032188494
Papaya,L-Aspartic acid,0.063096176
Papaya,L-Methionine,0.002574562
Papaya,L-Serine,0.019315684
Papaya,"(Z,Z)-9,12-Octadecadienoic acid",0.007723686
Papaya,Oleic acid,0.023171058
Papaya,beta-Carotene,0.001720687
Papaya,Iron,0.000501975
Safflower,alpha-Tocopherol,0.000983113
Safflower,Phenol,8.76E-08
Safflower,Nicotinic acid,1.13E-05
Safflower,3-Methylbutanoic acid,2.63E-06
Safflower,alpha-Copaene,4.27E-07
Safflower,gamma-Tocopherol,5.69E-05
Safflower,1-Pentadecene,0.000130279
Safflower,Pentanal,8.76E-08
Safflower,Ethyl acetate,1.97E-07
Safflower,2-Methyl-1-propanol,1.53E-07
Safflower,Nonanal,1.09E-07
Safflower,Calcium,0.013279688
Safflower,Chromium,6.79E-05
Safflower,Phosphorus,0.00518926
Safflower,Potassium,0.039850013
Safflower,Sodium,0.005079782
Safflower,Aluminum,0.000183923
Safflower,Cobalt,5.69E-05
Safflower,Copper,5.04E-05
Safflower,Manganese,9.20E-05
Safflower,Silicon,0.000102909
Safflower,Tin,2.19E-05
Safflower,Zinc,7.01E-05
Safflower,Arsenic,1.05E-06
Safflower,Mercury,4.38E-08
Safflower,Germacrene D,8.76E-08
Safflower,alpha-Cedrene,1.80E-06
Safflower,Hexanal,1.31E-07
Safflower,1-Hexanol,5.91E-07
Safflower,(E)-2-Hexen-1-ol,4.82E-07
Safflower,(Z)-3-Hexen-1-ol,1.25E-06
Safflower,1-Pentanol,2.85E-07
Safflower,Verbenone,3.50E-07
Safflower,Methyl cinnamate,1.75E-07
Safflower,Carthamin,0.009853025
Safflower,Riboflavine,3.28E-06
Safflower,Phenylacetaldehyde,2.67E-06
Safflower,alpha-Linolenic acid,0.023511508
Safflower,"(Z,Z)-9,12-Octadecadienoic acid",0.660584029
Safflower,Decanal,6.57E-08
Safflower,Benzene,4.16E-07
Safflower,Oleic acid,0.238202357
Safflower,Limonene,2.19E-08
Safflower,beta-Selinene,4.71E-07
Safflower,"(+)-1(10),4-Cadinadiene",1.61E-06
Safflower,p-Menth-1-en-4-ol,1.20E-07
Safflower,Benzaldehyde,2.19E-07
Safflower,alpha-Humulene,3.94E-06
Safflower,beta-Ionone,1.04E-06
Safflower,beta-Caryophyllene,0.000101815
Safflower,Iron,0.002497194
Safflower,1-Isopropyl-4-methylbenzene,2.19E-08
Caraway,Nicotinic acid,0.00032519
Caraway,Starch,0.380091965
Caraway,Dodecanoic acid,0.000886881
Caraway,Nonanal,7.60E-05
Caraway,Octanal,0.000304074
Caraway,Calcium,0.061600238
Caraway,Chromium,0.000130921
Caraway,Phosphorus,0.05060291
Caraway,Potassium,0.120645413
Caraway,Sodium,0.001524591
Caraway,Cobalt,8.45E-06
Caraway,Copper,9.63E-05
Caraway,Manganese,0.000198492
Caraway,Zinc,0.00045611
Caraway,trans-Carveol,0.001330322
Caraway,Cadinene,0.031420936
Caraway,Camphene,0.000253395
Caraway,Dihydrocarveol,0.008024164
Caraway,Decanoic acid,0.000886881
Caraway,Riboflavine,2.96E-05
Caraway,alpha-Linolenic acid,0.013362344
Caraway,"(Z,Z)-9,12-Octadecadienoic acid",0.283016477
Caraway,Nickel,5.91E-05
Caraway,4(10)-Thujene,0.000380092
Caraway,Limonene,0.003547525
Caraway,alpha-Carene,0.000844649
Caraway,p-Menth-1-en-4-ol,0.001013579
Caraway,beta-Carotene,1.69E-05
Caraway,Carvone,0.026353043
Caraway,Myristicin,0.001013579
Caraway,Carveol,0.00363199
Caraway,"p-Mentha-1,8-dien-7-ol",0.001351438
Caraway,Linalool,0.000608147
Caraway,beta-Pinene,0.00016893
Caraway,gamma-Terpinene,0.002280552
Caraway,Iron,0.001727307
Caraway,"7-Methyl-3-methylene-1,6-octadiene",0.001266973
Caraway,Dihydrocarveol acetate,0.000464557
Roman camomile,L-Ascorbic acid,0.010133789
Roman camomile,Calcium,0.255052662
Roman camomile,Chromium,0.000227726
Roman camomile,Phosphorus,0.122212734
Roman camomile,Potassium,0.500996299
Roman camomile,Sodium,0.097922004
Roman camomile,Aluminum,0.001024765
Roman camomile,Cobalt,0.002201347
Roman camomile,Manganese,0.001973622
Roman camomile,Silicon,0.001176582
Roman camomile,Tin,0.000379543
Roman camomile,Riboflavine,0.000163203
Roman camomile,beta-Carotene,8.35E-05
Roman camomile,Iron,0.006452225
Chickpea,L-Tyrosine,0.022675011
Chickpea,L-Lysine,0.061114766
Chickpea,Glycine,0.038006474
Chickpea,L-Alanine,0.039195218
Chickpea,Nicotinic acid,7.33E-05
Chickpea,L-Ascorbic acid,0.000191088
Chickpea,L-Leucine,0.060103778
Chickpea,L-Tryptophan,0.015153707
Chickpea,Arginine,0.071235754
Chickpea,Calcium,0.004977171
Chickpea,Phosphorus,0.017364548
Chickpea,Potassium,0.041506047
Chickpea,Sodium,0.001177634
Chickpea,Copper,4.00E-05
Chickpea,Manganese,0.000104432
Chickpea,Zinc,0.000184422
Chickpea,Pantothenic acid,7.33E-05
Chickpea,L-Histidine,0.023597121
Chickpea,L-Threonine,0.033884755
Chickpea,Riboflavine,1.11E-05
Chickpea,L-Isoleucine,0.041328291
Chickpea,alpha-Linolenic acid,0.004777195
Chickpea,L-Glutamic acid,0.159424995
Chickpea,L-Cystine,0.011998536
Chickpea,L-Aspartic acid,0.107453557
Chickpea,L-Methionine,0.011509707
Chickpea,L-Serine,0.046061047
Chickpea,"(Z,Z)-9,12-Octadecadienoic acid",0.122740581
Chickpea,Oleic acid,0.063714449
Chickpea,Folic acid,2.44E-05
Chickpea,beta-Carotene,2.00E-06
Chickpea,Iron,0.00029552
Endive,L-Tyrosine,0.022576145
Endive,L-Lysine,0.035558831
Endive,Glycine,0.032737225
Endive,L-Alanine,0.034994509
Endive,Pyridoxine,1.12E-05
Endive,Nicotinic acid,0.000224408
Endive,L-Ascorbic acid,0.032222406
Endive,L-Leucine,0.05531337
Endive,L-Tryptophan,0.002821606
Endive,Arginine,0.034994509
Endive,Calcium,0.034789902
Endive,Chromium,2.57E-06
Endive,Phosphorus,0.019807341
Endive,Potassium,0.326431715
Endive,Sodium,0.015639285
Endive,Aluminum,0.000752428
Endive,Boron,8.25E-05
Endive,Cobalt,1.45E-06
Endive,Copper,5.87E-05
Endive,Manganese,0.000250809
Endive,Molybdenum,1.02E-05
Endive,Sulfur,0.005451804
Endive,Zinc,0.000508219
Endive,Arsenic,2.90E-07
Endive,Cadmium,1.45E-06
Endive,Lead,2.90E-05
Endive,Mercury,1.32E-08
Endive,Lithium,5.81E-06
Endive,Silver,1.45E-06
Endive,Pantothenic acid,0.000508219
Endive,L-Histidine,0.012982686
Endive,L-Threonine,0.028219356
Endive,Riboflavine,4.52E-05
Endive,L-Isoleucine,0.040637721
Endive,alpha-Linolenic acid,0.007336175
Endive,L-Glutamic acid,0.093693806
Endive,L-Cystine,0.005643211
Endive,L-Aspartic acid,0.073374946
Endive,L-Methionine,0.007900496
Endive,L-Serine,0.027655035
Endive,"(Z,Z)-9,12-Octadecadienoic acid",0.042330684
Endive,Oleic acid,0.002257284
Endive,Selenium,1.06E-07
Endive,Nickel,1.45E-05
Endive,Folic acid,8.65E-05
Endive,beta-Carotene,0.000827011
Endive,Iron,0.001207845
Chicory,L-Lysine,0.007454428
Chicory,Vanillic acid,8.93E-07
Chicory,Nicotinic acid,9.56E-05
Chicory,Inulin,0.616289881
Chicory,L-Ascorbic acid,0.001911392
Chicory,L-Leucine,0.008410124
Chicory,L-Tryptophan,0.003440505
Chicory,Arginine,0.01395316
Chicory,Caffeic acid,0.001370129
Chicory,Cichoriin,0.002679521
Chicory,Calcium,0.017586591
Chicory,Phosphorus,0.004013923
Chicory,Potassium,0.034787331
Chicory,Sodium,0.001337974
Chicory,Boron,3.57E-05
Chicory,4-Hydroxybenzoic acid,1.96E-05
Chicory,beta-D-Glucopyranose,0.019649822
Chicory,L-Histidine,0.003249366
Chicory,L-Threonine,0.005351897
Chicory,Riboflavine,2.68E-05
Chicory,L-Isoleucine,0.011468351
Chicory,alpha-Linolenic acid,0.001146835
Chicory,D-Fructose,0.236691041
Chicory,L-Methionine,0.001146835
Chicory,"(Z,Z)-9,12-Octadecadienoic acid",0.00707215
Chicory,Oleic acid,0.000382278
Chicory,beta-Carotene,0.000203644
Chicory,Iron,0.000224187
Chinese cinnamon,L-Ascorbic acid,0.013108495
Chinese cinnamon,Calcium,0.39174886
Chinese cinnamon,Chromium,4.24E-05
Chinese cinnamon,Phosphorus,0.042422314
Chinese cinnamon,Potassium,0.392830629
Chinese cinnamon,Sodium,0.006978471
Chinese cinnamon,Copper,0.000254534
Chinese cinnamon,Iodine,4.24E-05
Chinese cinnamon,Manganese,0.016268957
Chinese cinnamon,Sulfur,0.050906777
Chinese cinnamon,Zinc,0.000296956
Chinese cinnamon,Mercury,0.002545339
Chinese cinnamon,3-Phenyl-2-propenal,0.069996818
Chinese cinnamon,Riboflavine,6.36E-05
Chinese cinnamon,beta-Carotene,6.36E-05
Chinese cinnamon,Chlorine,0.002969562
Chinese cinnamon,Iron,0.009460176
Ceylon cinnamon,Cinnamyl alcohol,0.001614411
Ceylon cinnamon,Cinnamyl acetate,0.031667302
Ceylon cinnamon,Nicotinic acid,0.000198697
Ceylon cinnamon,L-Ascorbic acid,0.007674664
Ceylon cinnamon,cis-beta-Ocimene,0.000186278
Ceylon cinnamon,alpha-Ylangene,0.001924875
Ceylon cinnamon,Isoeugenol,0.000124185
Ceylon cinnamon,Calcium,0.140689751
Ceylon cinnamon,Chromium,0.000149023
Ceylon cinnamon,Phosphorus,0.022030507
Ceylon cinnamon,Potassium,0.143123787
Ceylon cinnamon,Sodium,0.007128248
Ceylon cinnamon,Boron,0.000273208
Ceylon cinnamon,Cobalt,1.49E-05
Ceylon cinnamon,Copper,0.000172618
Ceylon cinnamon,Iodine,7.45E-05
Ceylon cinnamon,Manganese,0.002558221
Ceylon cinnamon,Sulfur,0.047190489
Ceylon cinnamon,Zinc,0.000389942
Ceylon cinnamon,Phellandrene,0.003911843
Ceylon cinnamon,Cuminaldehyde,0.001291529
Ceylon cinnamon,3-Phenyl-2-propenal,0.447067794
Ceylon cinnamon,Bornyl acetate,0.000372556
Ceylon cinnamon,Camphene,0.001117669
Ceylon cinnamon,3-Phenylpropyl acetate,0.000807206
Ceylon cinnamon,2-Phenylethanol,0.000434649
Ceylon cinnamon,Riboflavine,2.48E-05
Ceylon cinnamon,Eugenol,0.046445376
Ceylon cinnamon,Isopropylbenzene,0.004098121
Ceylon cinnamon,Aceteugenol,0.000993484
Ceylon cinnamon,Benzyl benzoate,0.005787044
Ceylon cinnamon,Nickel,2.73E-05
Ceylon cinnamon,4(10)-Thujene,0.000124185
Ceylon cinnamon,Limonene,0.002856266
Ceylon cinnamon,Piperitone,0.000434649
Ceylon cinnamon,L-Borneol,0.000124185
Ceylon cinnamon,Geraniol,0.000372556
Ceylon cinnamon,alpha-Carene,0.000186278
Ceylon cinnamon,alpha-Terpineol,0.003775239
Ceylon cinnamon,p-Menth-1-en-4-ol,0.002235339
Ceylon cinnamon,beta-Carotene,3.73E-05
Ceylon cinnamon,"1,8-Cineole",0.011983901
Ceylon cinnamon,Benzaldehyde,0.001614411
Ceylon cinnamon,Farnesol,0.000186278
Ceylon cinnamon,Linalool,0.0147284
Ceylon cinnamon,alpha-Humulene,0.001788271
Ceylon cinnamon,beta-Pinene,0.001117669
Ceylon cinnamon,beta-Caryophyllene,0.018019316
Ceylon cinnamon,Terpinolene,0.00068302
Ceylon cinnamon,gamma-Terpinene,0.000186278
Ceylon cinnamon,Chlorine,0.00745113
Ceylon cinnamon,Iron,0.005973322
Ceylon cinnamon,1-Isopropyl-4-methylbenzene,0.006246531
Ceylon cinnamon,"7-Methyl-3-methylene-1,6-octadiene",0.000310464
Watermelon,L-Tyrosine,0.004284524
Watermelon,L-Tyrosine,0.004284524
Watermelon,L-Lysine,0.022144289
Watermelon,L-Lysine,0.022144289
Watermelon,Glycine,0.003571953
Watermelon,Glycine,0.003571953
Watermelon,L-Alanine,0.006064436
Watermelon,L-Alanine,0.006064436
Watermelon,Nicotinic acid,6.37E-05
Watermelon,Nicotinic acid,6.37E-05
Watermelon,L-Leucine,0.006428303
Watermelon,L-Leucine,0.006428303
Watermelon,L-Tryptophan,0.00250158
Watermelon,L-Tryptophan,0.00250158
Watermelon,Arginine,0.021070884
Watermelon,Arginine,0.021070884
Watermelon,Dodecanoic acid,0.007353129
Watermelon,Dodecanoic acid,0.007353129
Watermelon,Octanoic acid,0.00194062
Watermelon,Octanoic acid,0.00194062
Watermelon,Calcium,0.005306382
Watermelon,Calcium,0.005306382
Watermelon,Phosphorus,0.004398232
Watermelon,Phosphorus,0.004398232
Watermelon,Potassium,0.047778662
Watermelon,Potassium,0.047778662
Watermelon,Sodium,0.000562476
Watermelon,Sodium,0.000562476
Watermelon,Boron,7.58E-06
Watermelon,Boron,7.58E-06
Watermelon,Copper,1.21E-05
Watermelon,Copper,1.21E-05
Watermelon,Manganese,1.21E-05
Watermelon,Manganese,1.21E-05
Watermelon,Zinc,2.43E-05
Watermelon,Zinc,2.43E-05
Watermelon,Pantothenic acid,7.58E-05
Watermelon,Pantothenic acid,7.58E-05
Watermelon,L-Histidine,0.002143778
Watermelon,L-Histidine,0.002143778
Watermelon,L-Threonine,0.009642454
Watermelon,L-Threonine,0.009642454
Watermelon,Decanoic acid,0.010673408
Watermelon,Decanoic acid,0.010673408
Watermelon,Riboflavine,1.52E-05
Watermelon,Riboflavine,1.52E-05
Watermelon,L-Isoleucine,0.006786104
Watermelon,L-Isoleucine,0.006786104
Watermelon,L-Glutamic acid,0.022499059
Watermelon,L-Glutamic acid,0.022499059
Watermelon,L-Aspartic acid,0.01393001
Watermelon,L-Aspartic acid,0.01393001
Watermelon,L-Cysteine,0.000715603
Watermelon,L-Cysteine,0.000715603
Watermelon,L-Methionine,0.002143778
Watermelon,L-Methionine,0.002143778
Watermelon,L-Serine,0.005715731
Watermelon,L-Serine,0.005715731
Watermelon,"(Z,Z)-9,12-Octadecadienoic acid",0.397645094
Watermelon,"(Z,Z)-9,12-Octadecadienoic acid",0.397645094
Watermelon,Oleic acid,0.394188366
Watermelon,Oleic acid,0.394188366
Watermelon,beta-Carotene,7.58E-05
Watermelon,beta-Carotene,7.58E-05
Watermelon,Lutein,4.76E-06
Watermelon,Lutein,4.76E-06
Watermelon,Iron,0.000219836
Watermelon,Iron,0.000219836
Lime,L-Lysine,0.023651592
Lime,Nicotinic acid,0.000533495
Lime,L-Ascorbic acid,0.084203226
Lime,L-Tryptophan,0.005068198
Lime,Nonanal,0.000711326
Lime,Octanoic acid,7.11E-05
Lime,Octanal,0.001956147
Lime,Calcium,0.056443725
Lime,Phosphorus,0.037522451
Lime,Potassium,0.184108975
Lime,Sodium,0.004125691
Lime,Copper,0.000124482
Lime,Zinc,0.000177832
Lime,Malic acid,0.071132609
Lime,Pantothenic acid,0.000355663
Lime,Camphene,0.00231181
Lime,Lauric aldehyde,3.56E-05
Lime,Riboflavine,3.56E-05
Lime,1-Decanol,0.000213398
Lime,alpha-Linolenic acid,0.03209859
Lime,L-Methionine,0.003378799
Lime,"(Z,Z)-9,12-Octadecadienoic acid",0.060818381
Lime,Decanal,0.00033788
Lime,Oleic acid,0.027030391
Lime,4(10)-Thujene,0.005690609
Lime,Fenchol,0.004267957
Lime,Limonene,0.216954457
Lime,L-Borneol,0.002133978
Lime,Neral,0.008891576
Lime,Geranial,0.012270375
Lime,alpha-Terpineol,0.011025554
Lime,p-Menth-1-en-4-ol,0.005904007
Lime,beta-Carotene,3.56E-05
Lime,"1,8-Cineole",0.002489641
Lime,Citronellal,0.004979283
Lime,Nootkatone,3.56E-05
Lime,beta-Phellandrene,0.003200967
Lime,Linalool,0.000515711
Lime,Neryl acetate,0.00553056
Lime,S-beta-Bisabolene,0.003200967
Lime,beta-Pinene,0.022762435
Lime,beta-Caryophyllene,0.004979283
Lime,Terpinolene,0.003200967
Lime,gamma-Terpinene,0.039656429
Lime,beta-Terpineol,0.002489641
Lime,Iron,0.001191471
Lime,1-Isopropyl-4-methylbenzene,0.021517614
Lime,"7-Methyl-3-methylene-1,6-octadiene",0.019561467
Lime,Decyl acetate,0.000355663
Lime,Neryl formate,0.000711326
Lemon,L-Ascorbic acid,0.075238838
Lemon,Caffeine,0.000698337
Lemon,Quercetin 3-rutinoside,2.10E-05
Lemon,Caffeic acid,0.000391069
Lemon,p-Coumaric acid,0.000754204
Lemon,Nonanal,0.000230451
Lemon,Calcium,0.027423698
Lemon,Phosphorus,0.014518428
Lemon,Potassium,0.205311105
Lemon,Sodium,0.006564369
Lemon,Salicylates,0
Lemon,Oxypeucedanin hydrate,0.000893871
Lemon,Camphene,0.000363135
Lemon,trans-Sinapic acid,0.000223468
Lemon,Lauric aldehyde,0.000139667
Lemon,Riboflavine,3.49E-05
Lemon,L-Citronellyl acetate,0.000167601
Lemon,Decanal,0.000181568
Lemon,Ferulic acid,0.000377102
Lemon,4(10)-Thujene,0.001571258
Lemon,Limonene,0.075392472
Lemon,alpha-Terpineol,0.000391069
Lemon,p-Menth-1-en-4-ol,0.000286318
Lemon,beta-Carotene,1.40E-05
Lemon,(-)-Isopulegol,0.558669673
Lemon,beta-Phellandrene,0.001117339
Lemon,Neryl acetate,0.002276579
Lemon,S-beta-Bisabolene,0.002953966
Lemon,alpha-Humulene,0.000139667
Lemon,Lutein,9.22E-06
Lemon,beta-Caryophyllene,0.000272351
Lemon,Terpinolene,0.000935772
Lemon,gamma-Terpinene,0.011801897
Lemon,Iron,0.00066342
Lemon,1-Isopropyl-4-methylbenzene,0.000300285
Lemon,"7-Methyl-3-methylene-1,6-octadiene",0.0093228
Lemon,Decyl acetate,6.98E-05
Lemon,Neryl formate,0.000279335
"Mandarin orange (Clementine, Tangerine)",L-Tyrosine,0.010213433
"Mandarin orange (Clementine, Tangerine)",L-Lysine,0.02682947
"Mandarin orange (Clementine, Tangerine)",Glycine,0.053044289
"Mandarin orange (Clementine, Tangerine)",L-Alanine,0.028786105
"Mandarin orange (Clementine, Tangerine)",alpha-Tocopherol,0.000348302
"Mandarin orange (Clementine, Tangerine)",Pyridoxine,6.15E-05
"Mandarin orange (Clementine, Tangerine)",Ethanol,0.001874682
"Mandarin orange (Clementine, Tangerine)",L-Asparagine,0.010551491
"Mandarin orange (Clementine, Tangerine)",Nicotinic acid,0.00036879
